#,Name,Degrees,Specialty,Branch,Visiting Days,Visiting Time,On Leave,Doctor ID,Image URL,Profile URL,Source,Scraped At
883,"Dr. Debashish Dhar","MBBS. BCS (Health) MD (Pulmonology), MACP (USA) Asthma Allergy, TB, Chest & Medicine Specialist Registrar (Medicine) National Institute Of Diseases of tha Chest and Hospital (NIDCH), Mohakhali, Dhaka","Chest Medicine","Jatrabari","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614134345-2125421856-716267048.png","https://www.populardiagnostic.com/doctordetail/5271","dom","2026-04-04T15:17:41.280Z"
884,"Prof. Dr. AHM Nur-E-As Sayed","MBBS. FCPS(ENT). MS(ENT). Professor Department Of ENT . Dhaka Medical College Hospital","ENT, Head & Neck Surgery","Jatrabari","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5277","dom","2026-04-04T15:17:41.280Z"
885,"Dr. Shahin Ibn Rahman","MBBS( Dhaka) MD (E&M), Macp (USA) Medicine, Diabetes, Thyroid & Hormone Specialist Registrar, Dept. of Endocrinology BIRDEM General Hospital","Diabetologist, Endocrinology, Thyroid","Jatrabari","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614153139-1613625629-1843598055.png","https://www.populardiagnostic.com/doctordetail/5280","dom","2026-04-04T15:17:41.280Z"
886,"Dr. Kamruzzaman Bhuiyan Kamrul","MBBS. MD(Physical Medicine & Rehabilitation) .PGT( Medicine & Cardiology) Physical Medicine & Rehabilitation Specialist Consultant, Dept. of Physical Medicine & Rehabilitation BANGHOBANDHO SHEIKH MUJIB MEDICAL UNIVERSITY (PG HOSPITAL). SHAHBAG, DHAKA","Physical Medicine & Rehabilitation","Jatrabari","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/5293-26667794.jpg","https://www.populardiagnostic.com/doctordetail/5293","dom","2026-04-04T15:17:41.281Z"
887,"Dr.Md.Rashedul Islam","","Oncology/Cancer","Savar","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250619201811-510147064-2054136604.png","https://www.populardiagnostic.com/doctordetail/5303","dom","2026-04-04T15:17:41.281Z"
888,"Dr. Partho Moni Bhattacharyya","MBBS, MD (Internal Medicine), MACP (America), Consultanat, Department Of Medicine, Rajshahi Medical College Hospital, Rahshahi.","Medicine","Rajshahi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250824213349-122252080-2010329696.jpg","https://www.populardiagnostic.com/doctordetail/5305","dom","2026-04-04T15:17:41.281Z"
889,"Dr. Suman Das","","Medicine","Chattogram","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5306","dom","2026-04-04T15:17:41.281Z"
890,"Dr. Sopan Chandra Deb Nath","MBBS; BCS (Health); FCPS (Medicine), MACP (USA), Noakhali Medical College, Noakhali.","Medicine","Noakhali","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250924114613-141315825-1525762072.jpg","https://www.populardiagnostic.com/doctordetail/5309","dom","2026-04-04T15:17:41.281Z"
891,"Prof. Dr. G.M Faruk","MBBS. D-Optha. MS(Optha). Professor & Ex- Head Of Department. National Eye institute Hospital","Eye / Ophthalmology","Jatrabari","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5310","dom","2026-04-04T15:17:41.281Z"
892,"Dr. Lipika Chowdhury","","Gynaecology","Chattogram","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5312","dom","2026-04-04T15:17:41.282Z"
893,"Dr. M.A. Salam","MBBS, BCS( Health), MS (Ortho) Shaheed Ziaur Rahman Medical College & Hospital, Bogura","Orthopaedic Surgery","Bogura","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5315","dom","2026-04-04T15:17:41.282Z"
894,"Dr. Sumanta Kumer Saha","MBBS (SOMC), MD (Cardiology), MRCP (UK) MRCPS (Glasgow), MRCP (Edinburgh) MRCP (London) Internal Medicine Cardiology & Geriatric Medicine Specialist Ex. Associate Professor Holy Family Red Crescent Medical College Hospital Ex. Consultant, Ashford & St Peter's Hospital NHS Foundation Trust (London, UK) Ex. Consultant, Labaid Specialized Hospital Senior Consultant, Dept. of Medicine, Popular Medical College Hospital","Cardiology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/5319-547682304.jpg","https://www.populardiagnostic.com/doctordetail/5319","dom","2026-04-04T15:17:41.282Z"
895,"Dr. Shahnaj Sultana (Bithi)","MBBS, BCS (Health), FCPS (Dermatology), MCPS, Anthic And Clinical Dematology), Skin & VD, Consultanat, Department Of Dermatology (Skin, VD), Rajshahi Medical College & Hospital, Rajshahi.","Skin/Dermatology","Rajshahi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250824213406-562967753-1882499480.jpg","https://www.populardiagnostic.com/doctordetail/5323","dom","2026-04-04T15:17:41.282Z"
896,"Dr. C. K. Pramanik","MBBS, BCS (Health), MD (Paediatrics), Consultant, Department Of Paediatrics, Popular Diagnostic Centre, Rajshahi.","Child/Paediatrics","Rajshahi","","",Yes,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250824213422-837531889-628615669.jpg","https://www.populardiagnostic.com/doctordetail/5325","dom","2026-04-04T15:17:41.282Z"
897,"Dr. Goutom Chandra Bhowmik","MBBS.FCPS (Medicine) . MD ( Cardiology). MACP (USA), MRCP ( UK) (Paces). Medicine Specialist and Cardiologist National Institute of Cardiovascular Diseases, Dhaka","Cardiology","Jatrabari","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5326","dom","2026-04-04T15:17:41.282Z"
898,"Prof. Dr. Md. Lylatul Kadir (Milky)","MBBS, BCS (Health), MS (Neurosurgery) Professor Department of Neurosurgery, Rajshahi Medical College & Hospital, Rajshahi.","Neuro Surgery","Rajshahi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250824213541-523027608-979882135.jpg","https://www.populardiagnostic.com/doctordetail/5331","dom","2026-04-04T15:17:41.282Z"
899,"Prof. Dr. Md. Ibrahim Khalil","MBBS, MS (Ortho) Fellow Joint Replacement & Orthoscopy, AIIMS, New Delhi. Bone Join, Paralyzed, Rheumatology Specialist. Prof. & Head Of The Dept. (Ortho Surgery), Ad- Din Akij Medical College Hospital. Khulna.","Orthopaedic Surgery","Khulna","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250605182340-271144882-1599366860.png","https://www.populardiagnostic.com/doctordetail/5343","dom","2026-04-04T15:17:41.283Z"
900,"Dr. Taiyeb Ibna Zahangir","MBBS (DMC), BCS (Health), MD (Psychiatry), Assistant Professor (Psychiatry), National Institute of Mental Health.","Psychiatry","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/5345-1441806316.jpg","https://www.populardiagnostic.com/doctordetail/5345","dom","2026-04-04T15:17:41.283Z"
901,"Dr. Fairuj Pervin Tania","MBBS, BCS (Health), FCPS (Gynae & Obs), Consultant, Popular Diagnostic Centre, Rajshahi.","Gynaecology","Rajshahi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250824213631-1399311019-1048495839.jpg","https://www.populardiagnostic.com/doctordetail/5349","dom","2026-04-04T15:17:41.283Z"
902,"Prof. Dr. Khairul Kabir","","Neurology","Badda","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614210107-505475078-641698870.png","https://www.populardiagnostic.com/doctordetail/5353","dom","2026-04-04T15:17:41.283Z"
903,"Dr. Fatima Wahida","MBBS, BCS(Health), DDV(BSMMU), Fellowship Training in Laser & Cutanecous Surgery (Bangkok), Ex Consultant , Dhaka Medical College & Hospital. BMDC Reg No: A45411. Shaheed Suhrawardy Medical College, Dhaka.","Skin/Dermatology","Gazipur","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625211521-2144086694-43469126.png","https://www.populardiagnostic.com/doctordetail/5354","dom","2026-04-04T15:17:41.283Z"
904,"Prof. Dr. H A M Nazmul Ahasan (Morning)","FCPS, FRCP (Glasg), FRCP (Edin), FRCP (London), MACP (USA), Master, American College of Physicians (MACP). Professor of Medicine, Popular Medical College, Dhaka. Formerly Professor & Head, Department of Medicine, Dhaka Medical College, Bangladesh.","Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/5357-16721937.jpg","https://www.populardiagnostic.com/doctordetail/5357","dom","2026-04-04T15:17:41.283Z"
905,"Dr. Md. Ruhul Amin","MBBS, MD (Internal Medicine), Ex-Consultant, Department Of Medicine, Rajshahi Medical College & Hospital, Rajshahi.","Medicine","Rajshahi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250824213719-998194331-724503619.jpg","https://www.populardiagnostic.com/doctordetail/5360","dom","2026-04-04T15:17:41.284Z"
906,"Prof. Dr. Anamur Rashid Choudhury","","Urology Surgery","Gazipur","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5365","dom","2026-04-04T15:17:41.284Z"
907,"Dr. Chitta Ranjan Paul","MBBS, BCS (Health), MD (Chest Medicine), MACP (America), Consultant, Deratment Of Respiratory Medicine, Consultant, Popular Diagnostic Centre, Rajshahi.","Chest Medicine","Rajshahi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250824213901-1492292378-267085765.jpg","https://www.populardiagnostic.com/doctordetail/5366","dom","2026-04-04T15:17:41.284Z"
908,"Dr. S M Sufi Shafi-Ul-Bashar","","Orthopaedic Surgery","Mirpur","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614163716-810845889-1254078958.png","https://www.populardiagnostic.com/doctordetail/5372","dom","2026-04-04T15:17:41.284Z"
909,"Prof. Dr. Md. Abdur Rob","","Orthopaedic Surgery","Gazipur","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5373","dom","2026-04-04T15:17:41.284Z"
910,"Prof. Dr. Md. Zulfikar Hossen Khan (Evening) (Skin/Dermatology)","MBBS, DDV, FCPS. Mugda Medical & Hospital, Dhaka.","Skin/Dermatology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20240825103725-2016831596-2022233646.jpg","https://www.populardiagnostic.com/doctordetail/5381","dom","2026-04-04T15:17:41.284Z"
911,"Prof. Dr. Anupam Das","MBBS, M-Phil(Psych), MD(Psychiatry) Brain Emotional &Drug Addiction Specialist .Head Of The Department Psychiatry. Khwja Younus Ali Medical College & Hospital","Psychiatry","Gazipur","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625211613-56464476-434049784.png","https://www.populardiagnostic.com/doctordetail/5384","dom","2026-04-04T15:17:41.285Z"
912,"Prof. Dr. Sultana Algin","","Psychiatry","Badda","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614205726-555245757-1638173171.png","https://www.populardiagnostic.com/doctordetail/5385","dom","2026-04-04T15:17:41.285Z"
913,"Dr. Mahjabin Rahman Rasna","MBBS. BCS ( Health) FCPS ( Paediatrics) . Child Specialist Consultant. Popular Medical college Hospital.","Child/Paediatrics","Jatrabari","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5386","dom","2026-04-04T15:17:41.285Z"
914,"Prof. Dr. Masuda Khatun","MBBS,MD (Dermatology & VD) Skin, Allergy & VO Specialist Professor Skin & VD Dept. Dhaka Medical College Hospital, Dhaka","Skin/Dermatology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/5388-1293667759.jpeg","https://www.populardiagnostic.com/doctordetail/5388","dom","2026-04-04T15:17:41.285Z"
915,"Dr. Sayeda Akter Nipa","MBBS, FCPS, CCD ( Birdem). Consultant (Gynae and Obs.) Obestetrics & Gynaecology Specialist & Surgeon Resident Surgeon Dhaka National Medical College Hospital, Dhaka","Gynaecology","Jatrabari","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614124156-492066158-2108311670.png","https://www.populardiagnostic.com/doctordetail/5393","dom","2026-04-04T15:17:41.285Z"
916,"Prof. Dr. Md. Abul Hossain","MBBS (DMC), DLO (BSMMU), MS (ENT) ENT & Head- Neck Specialist & Surgeon Professor & Unit Head National Institut of ENT, Dhaka","ENT, Head & Neck Surgery","Jatrabari","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614132204-690427740-1102486676.png","https://www.populardiagnostic.com/doctordetail/5396","dom","2026-04-04T15:17:41.285Z"
917,"Prof. Dr. Md. Abdus Sabur","","Orthopaedic Surgery","Gazipur","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5406","dom","2026-04-04T15:17:41.286Z"
918,"Dr. J. M Murshid","","Dental Surgery","Chattogram","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250712170329-1529018750-1975166950.png","https://www.populardiagnostic.com/doctordetail/5407","dom","2026-04-04T15:17:41.286Z"
919,"Dr. Md Shahnewaz Parvez","MBBS; BCS (Health); D-Ortho; Senior Consultant, 250 Bad General Hospital, Noakhali.","Orthopedics","Noakhali","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250924115936-1742385829-497870172.jpg","https://www.populardiagnostic.com/doctordetail/5410","dom","2026-04-04T15:17:41.286Z"
920,"Dr. Md. Jahangir Alam","","Orthopaedic Surgery","Gazipur","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625211648-730923990-1892459644.png","https://www.populardiagnostic.com/doctordetail/5411","dom","2026-04-04T15:17:41.286Z"
921,"Prof. Dr. Syed Ghulam Mogni Mowla","MBBS, FCPS(Medicine), FRCPE (England), FACP(USA), Medicine Specialist, (Special Interests: Fever, Elderly Care, Diabetes & Pain), Professor, Dept. Of Medicine. Dhaka Medical College Hospital, Dhaka.","Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/5414-255862602.png","https://www.populardiagnostic.com/doctordetail/5414","dom","2026-04-04T15:17:41.286Z"
922,"Dr. Md. Ziaul Hasan (Evening)","","Orthopaedic Surgery","Barisal","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5418","dom","2026-04-04T15:17:41.286Z"
923,"Dr. Ranjit Kumar Ghosh (Neurology)","MBBS, MD(Neurology) Consultant Neurology. BSMMU-Bangabandhu Sheikh Mujib Medical University(Ex. PG Hospital)","Neurology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5419","dom","2026-04-04T15:17:41.286Z"
924,"Dr. Sultan Mahmud Sumon (Medicine)","MBBS, BCS(Health), FCPS(Medicine). Senior Consultant & Head. Dept. of Medicine.Current Posting:-Narayanganj 300 Bed Hospital, Khanpur Narayanganj.","Medicine","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/5420-984824790.jpg","https://www.populardiagnostic.com/doctordetail/5420","dom","2026-04-04T15:17:41.287Z"
925,"Prof. Dr. Ahmed Hossain Chowdhury (Harun)","MBBS, BCS (Health), MD (Neurology), Professor, Department of Neurology, Dhaka Medical College & Hospital, Dhaka.","Neurology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/5424-498617771.jpg","https://www.populardiagnostic.com/doctordetail/5424","dom","2026-04-04T15:17:41.287Z"
926,"Prof. Dr. M. Bahadur Ali Miah","MBBS(DMC), MD(Neurology), Fellow Interventional Neurology & Stroke Therapy, SGRH(India), Specialist In Medicine & Neuro Medicine, Professor. Department Of Neurology, Bangladesh Medical University, (PG Hospital) Shahabag,Dhaka","Neurology","Gazipur","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625211719-2053084116-1987940917.png","https://www.populardiagnostic.com/doctordetail/5425","dom","2026-04-04T15:17:41.287Z"
927,"Dr.Fahad Islam","","Physical Medicine","Chattogram","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5427","dom","2026-04-04T15:17:41.287Z"
928,"Prof. Dr. Nazmul Huda (Sumon)","MBBS, MCPS (Medicine), MD (Internal Medicine), PhD. Fellow of American College Of Physicians, Professor Unit - Head (Medicine Unit - 3), Rajshahi Medical College & Hospital, Rajshahi.","Medicine","Rajshahi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250824214013-688408055-984829663.jpg","https://www.populardiagnostic.com/doctordetail/5428","dom","2026-04-04T15:17:41.287Z"
929,"Dr. Major (Retd) Ashrulata Roy","MBBS, FCPS ( Gynae & Obs.) Obstetrician and Gynecologist & Surgeon. Experienced Laparoscopic Surgeon Treaning Infertile Couples CMH","Gynaecology","Jatrabari","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5436","dom","2026-04-04T15:17:41.287Z"
930,"Prof. Dr. Md. Abul Kalam Azad","MBBS, FCPS (Medicine), Gold Medalist, FRCP (Edin) Bangladesh Medical University","Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/5437-574058027.jpeg","https://www.populardiagnostic.com/doctordetail/5437","dom","2026-04-04T15:17:41.287Z"
931,"Prof. Dr. Golam Faruque","","Orthopaedic Surgery","Savar","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250619214056-1952625911-1610875710.png","https://www.populardiagnostic.com/doctordetail/5438","dom","2026-04-04T15:17:41.287Z"
932,"Dr. Dhananjay Dey Biplob","","Urology Surgery, Breast, Colorectal & Laparoscopy Surgery, General Surgery","Barisal","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5441","dom","2026-04-04T15:17:41.287Z"
933,"Dr. Tarikul Islam","","Medicine","Barisal","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250611205838-1502159553-111768476.png","https://www.populardiagnostic.com/doctordetail/5442","dom","2026-04-04T15:17:41.287Z"
934,"Dr. Mosiur Rahman","","Gynaecology","Barisal","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250515111558-902568004-84810791.png","https://www.populardiagnostic.com/doctordetail/5443","dom","2026-04-04T15:17:41.288Z"
935,"Prof. Dr. Md. Ashraful Islam (Morning)","MBBS, FCPS, FICS (USA), Fellow in Otology Harvard Medical School, USA. Bangladesh Medical College & Hospital, Dhaka.","ENT, Head & Neck Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614142103-1835129439-854873254.png","https://www.populardiagnostic.com/doctordetail/5445","dom","2026-04-04T15:17:41.288Z"
936,"Prof. Dr. Abdus Salam","MBBS, MD-Neurology, PDF-Epilepsy . Neurologist & Epileptologist. Fellow: Asian Epilepsy Academy , (Spesially Trained On Epilepsy From India & Japan), Professor & Head, Dept. Of Neurology Khulna Specialized Hospital, Khulna.","Neurology","Khulna","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250605182415-844672657-1740198139.png","https://www.populardiagnostic.com/doctordetail/5447","dom","2026-04-04T15:17:41.288Z"
937,"Prof.Dr. Naznin Rashid Shewly","","Gynaecology","Savar","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5454","dom","2026-04-04T15:17:41.288Z"
938,"Prof. Dr. Tarit Kumar Samadder","","Oncology/Cancer","Barisal","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5455","dom","2026-04-04T15:17:41.288Z"
939,"Dr. Kaoser Alam","MBBS,FCPS(Medicine),MD(Cardiology),EDC (Diabetes-BIRDEM) Cardiology, Medicine & Diabetes Specialist-Bangladesh Medical University, (PG Hospital) Shahabag,Dhaka","Medicine, Medicine & Cardiology","Gazipur","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5458","dom","2026-04-04T15:17:41.288Z"
940,"Dr. Alamgir Hossain","MBBS, BCS (Health), DLO (ENT); PHD (Audiology) Follow London. Consaltant- 250 Bad General Hospital, Noakhali.","ENT, Head & Neck Surgery, ENT","Noakhali","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250921162707-2027571898-1146470808.jpg","https://www.populardiagnostic.com/doctordetail/5459","dom","2026-04-04T15:17:41.288Z"
941,"Dr. Sheikh Md. Rezwan (Morning)","MBBS, FCGP, MSC (Gastroenterology) Consultant Specialist in Medicine , Liver Pancreatic & Gastrointestinal","Gastroenterology","Khulna","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250605182539-864449104-1559459136.png","https://www.populardiagnostic.com/doctordetail/5460","dom","2026-04-04T15:17:41.288Z"
942,"Prof. Dr. Md. Shahjamal Khan","MBBS, MD(Endocrinology, BIRDEM) Fellow, American Collage Of Endocrinology (USA) Prof. & Head Dept. Of Diabetology and Endocrinology Enam Medical Collage & Hospital BMDC Reg. A-28983","Endocrine Medicine","Gazipur","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625211751-1199815887-783844320.png","https://www.populardiagnostic.com/doctordetail/5461","dom","2026-04-04T15:17:41.288Z"
943,"Dr. Gopal Chandra Sarkar","","Chest Medicine","Barisal","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5474","dom","2026-04-04T15:17:41.289Z"
944,"Dr.Menon Md Habibur Rahman (Shimul)","MBBS (Dhaka), BCS (Health),MCPS (Surgery),FCPS (Surgery),MACS (America) Hon.Mymensingh Medical College & Hospital,Mymensingh","General Surgery","Mymensingh","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5476","dom","2026-04-04T15:17:41.289Z"
945,"Dr. Md. Humayun Kabir","MBBS, BCS (Health) ,DEM ( Birdem) FCPS ( Endocrinology) Thyroid RFA Training (China). Hormon & Diabetes Specialist Assistant Registrar (Endocrinology) Dhaka Medical College Hospial, Dhaka","Diabetologist, Endocrinology, Thyroid","Jatrabari","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614153425-286976696-376410022.png","https://www.populardiagnostic.com/doctordetail/5479","dom","2026-04-04T15:17:41.289Z"
946,"Dr. Md. Omar Faruk","MBBS (RMC), BCS (Health) MD-Paediatric Neurology & neurodevelopment (BSMMU) Bangabandhu Sheikh Mujib Medical University ( Ex-PG Hospital)","Child Neurology","Bogura","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5480","dom","2026-04-04T15:17:41.289Z"
947,"Dr. Ayesha Tasneem","","Gynaecology","Chattogram","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614123804-86968658-778747477.png","https://www.populardiagnostic.com/doctordetail/5482","dom","2026-04-04T15:17:41.289Z"
948,"Prof. Dr. Monaim Hossen","","Orthopaedic Surgery","Gazipur","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625211853-415332-1287641636.png","https://www.populardiagnostic.com/doctordetail/5490","dom","2026-04-04T15:17:41.289Z"
949,"Prof. Dr. MD. Noor Islam","Professor","Medicine","Rangpur","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625203852-89164893-863582994.png","https://www.populardiagnostic.com/doctordetail/5491","dom","2026-04-04T15:17:41.289Z"
950,"Prof.Dr.Kazi Gias Uddin Ahmed","","Neurology","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20251018132717-950485387-107977918.png","https://www.populardiagnostic.com/doctordetail/5499","dom","2026-04-04T15:17:41.289Z"
951,"Prof. Dr. AKM Faizul Hoque","MBBS. FCPS ( Pain Managment) . Professor Of interventional pain specialist, Anesthesia Intensive Care Medicine Department. BSMMU","Pain Management","Jatrabari","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/5500","dom","2026-04-04T15:17:41.290Z"
952,"Dr. Jannatul Ferdouse (Saki)","MBBS (CU); DGO (Gynae & Obs), FCPS, MCPS (Gynae & Obs), MRCOG (II) Ex-Central Medical College and Hospital Cumilla.","Gynaecology","Noakhali","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250924120441-1594984189-1207900046.jpg","https://www.populardiagnostic.com/doctordetail/5504","dom","2026-04-04T15:17:41.290Z"
953,"Prof. Dr. Jasim Uddin Ahmed Chowdhury","MBBS; BCS(Health); FCPS(Surgery); Professor And Head Of Department, Noakhali Medical College, Noakhali.","General Surgery","Noakhali","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250924115254-1592137333-983287440.jpg","https://www.populardiagnostic.com/doctordetail/5508","dom","2026-04-04T15:17:41.290Z"
954,"Dr. Md. Omar Faruk","Consultant","Child Neurology","Rangpur","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625203929-879479933-344689269.png","https://www.populardiagnostic.com/doctordetail/5510","dom","2026-04-04T15:17:41.290Z"
955,"Dr. Kazi lrfan Subhan","MBBS, BCS (Health), MS (Neurosurgery) Brain,Nerve,Stroke & Spine Specialist & Surgeon Department of Neurosurgery Dhaka Medical College Hospital","Neuro Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/5514-2098254704.jpg","https://www.populardiagnostic.com/doctordetail/5514","dom","2026-04-04T15:17:41.290Z"
956,"Dr. Shahnaj Sultana (Sweet)","MBBS, BCS (Health), FCPS (Gynae & Obs), MCPS (Gynae & Obs), Consultanat, Department Of Gynaecology, Rajshahi Medical College & Hospital, Rajshahi.","Gynaecology","Rajshahi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250824214453-465655387-1254538919.jpg","https://www.populardiagnostic.com/doctordetail/5518","dom","2026-04-04T15:17:41.290Z"
957,"Dr. Syeda Nafisa Islam","MBBS, FCPS (Paediatrics), DCH (BICH), Fellow-ICDDRB (Diarrhea and Malnutrition), Consultant, Department Of Paediatrics, Rajshahi Medical College Hospital","Child/Paediatrics","Rajshahi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250824214523-1993451748-2028599723.jpg","https://www.populardiagnostic.com/doctordetail/5519","dom","2026-04-04T15:17:41.290Z"
958,"Dr. Md. Sazzad Hossain (Shawon)","","Orthopedics","Uttara Garib E Newaz (Sector-13)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20241112135742-320971130-1056691493.PNG","https://www.populardiagnostic.com/doctordetail/5529","dom","2026-04-04T15:17:41.290Z"
959,"Prof. Dr. Abdullah Al Faruk","","Medicine","Uttara Garib E Newaz (Sector-13)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250729091144-1604087469-474718976.jpeg","https://www.populardiagnostic.com/doctordetail/5538","dom","2026-04-04T15:17:41.291Z"
960,"Prof. Dr. Olia Sharmin","","Child/Paediatrics","Uttara Garib E Newaz (Sector-13)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20240510115320-1301567226-57742323.PNG","https://www.populardiagnostic.com/doctordetail/5544","dom","2026-04-04T15:17:41.291Z"
961,"Prof. Dr. Hafija Akter","","Gynaecology","Uttara Garib E Newaz (Sector-13)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20240504115157-269580733-1976665164.jpg","https://www.populardiagnostic.com/doctordetail/5548","dom","2026-04-04T15:17:41.291Z"
